image_path,sample_id,panel_id,markdown_table
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_15_b.jpg,atomic-layer-deposition/experimental-usecase/8/figure_15,b,"| Wavelength (nm) | Intensity (Norm.) |
|---|---|
| 500 | 0.05 |
| 615 | 1.00 |
| 700 | 0.10 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_15_c.jpg,atomic-layer-deposition/experimental-usecase/8/figure_15,c,"| Wavelength (nm) | Intensity (Norm.) |
|---|---|
| 500 | 0.02 |
| 590 | 0.15 |
| 615 | 1.00 |
| 630 | 0.10 |
| 700 | 0.10 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_5_a.jpg,atomic-layer-deposition/experimental-usecase/8/figure_5,a,"| R(amd)\_3 | R(amd)\(Cp\)_2 | R(or')\_x | R(Cp)_3 | R(thd)_x | R(famd)_3 | R(guan)_3 | R(tmsa)_3 |
|---|---|---|---|---|---|---|---|
| 120 | 130 | 190 | 170 | 150 | 140 | 150 | 140 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_6_a.jpg,atomic-layer-deposition/experimental-usecase/8/figure_6,a,"| GPC (Å) | Compound Name |
| --- | --- |
| 0.75 | Y(iPr2-amd)3 |
| 0.85 | Y(Me)(Cp)3 |
| 1.00 | Y(Cp)3 |
| 1.10 | Y(iPr2-amd)(EtCp)2 |
| 1.20 | Y(Bu)(Cp)3 |
| 1.25 | Y(DPDMG)3 |
| 1.35 | Y(iPr2-amd)(iPrCp)2 |
| 1.45 | Y(iPr2-Famd)3 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_6_b.jpg,atomic-layer-deposition/experimental-usecase/8/figure_6,b,"| GPC (Å) | Gas Type |
| --- | --- |
| 0.75 | O2 plasma |
| 0.85 | H2O plasma |
| 0.95 | O3 |
| 1.05 | O2 |
| 1.15 | H2O |"
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_11_a.jpg,atomic-layer-deposition/experimental-usecase/8/figure_11,a,"| Wavelength (nm) | Eu-HQA (Norm. Log Int.) | Eu-TPA (Norm. Log Int.) | Eu-Cyt (Norm. Log Int.) |
|---|---|---|---|
| 240 | 1.00 | 1.00 | 0.90 |
| 275 | 0.90 | 0.85 | 0.80 |
| 300 | 0.95 | 0.60 | 0.75 |
| 310 | 0.95 | 0.50 | 0.60 (Valley) |
| 350 | 0.90 | 0.05 (Valley) | 1.00 (Peak) |
| 375 | 0.75 | 0.20 (Bump) | 0.50 |
| 400 | 0.60 | 0.10 | 0.35 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_1_a.jpg,atomic-layer-deposition/experimental-usecase/27/fig_1,a,"| Deposition Temperature (°C) | Thickness (nm) | Resistivity (Ω·cm) |
|---|---|---|
| 175 | 15 | 500 |
| 200 | 19 | 450 |
| 250 | 19 | 350 |
| 300 | 19 | 400 |
| 350 | 25 | 500 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_1_b.jpg,atomic-layer-deposition/experimental-usecase/27/fig_1,b,"| Number of Cycles | Thickness (nm) |
|---|---|
| 20 | 8 |
| 40 | 15 |
| 60 | 22 |
| 80 | 30 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_3_a.jpg,atomic-layer-deposition/experimental-usecase/27/fig_3,a,"| Binding Energy (eV) | Intensity (CPS) |
|---|---|
| 276 | 0 |
| 278 | 0 |
| 280 | 0 |
| 282 | 1800 |
| 284 | 500 |
| 286 | 200 |
| 288 | 0 |
| 290 | 0 |
| 292 | 0 |
| 294 | 0 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_2_a.jpg,atomic-layer-deposition/experimental-usecase/27/fig_2,a,"| Sputter Time (min) | C | O | O of SiO₂ | Ti | N | Si |
|---|---|---|---|---|---|---|
| 0 | 4 | 6 | 0 | 39 | 53 | 0 |
| 5 | 4 | 5 | 0 | 37 | 53 | 0 |
| 10 | 4 | 5 | 0 | 36 | 50 | 5 |
| 15 | 4 | 3 | 0 | 35 | 45 | 10 |
| 20 | 4 | 0 | 10 | 30 | 40 | 20 |
| 25 | 3 | 0 | 25 | 25 | 30 | 25 |
| 30 | 3 | 0 | 35 | 20 | 20 | 30 |
| 35 | 0 | 0 | 45 | 15 | 15 | 30 |
| 40 | 0 | 0 | 50 | 10 | 10 | 30 |
| 45 | 0 | 0 | 55 | 5 | 5 | 30 |
| 50 | 0 | 0 | 60 | 0 | 0 | 35 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_2_b.jpg,atomic-layer-deposition/experimental-usecase/27/fig_2,b,"| Deposition Temperature (°C) | Carbon | Oxygen |
|---|---|---|
| 150 | 11 | 10 |
| 200 | 7 | 6 |
| 250 | 3 | 3 |
| 300 | 4 | 3 |
| 350 | 5 | 3 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_9_d0c00dec3627c492e7e1f2f448ee4f5d8fa71fbdb9057d123f4c3d482cdd5f4a_b.jpg,atomic-layer-deposition/experimental-usecase/9/d0c00dec3627c492e7e1f2f448ee4f5d8fa71fbdb9057d123f4c3d482cdd5f4a,b,"| Discrete process step|Nanometer-level thickness (schematic)|
|----------------------|--------------------------------------|
|0|~0 nm|
|1|Increasing|
|2|Increasing|
|3|Increasing|
|4|Increasing|
|...|...|
|N|~Linear increase|"
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_8_a.jpg,atomic-layer-deposition/experimental-usecase/59/fig_8,a,"| Wavelength (nm) | regular H2 plasma | ignited H2 plasma |
| --- | --- | --- |
| 300 | - | - |
| 400 | peak at ~400 | peak at ~400 |
| 500 | peak at ~490 | peak at ~490 |
| 600 | peak at ~605, 650 | peak at ~605, 650 |
| 700 | - | - |
| 800 | - | - |"
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_8_b.jpg,atomic-layer-deposition/experimental-usecase/59/fig_8,b,"| Time (s) | With PDMAT dosing | Without PDMAT dosing |
| --- | --- | --- |
| 0 | 0 | 8 |
| 2 | 90 | 85 |
| 4 | 90 | 85 |
| 6 | 85 | 85 |
| 8 | 85 | 85 |
| 10 | 85 | 85 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_4_a.jpg,atomic-layer-deposition/experimental-usecase/59/fig_4,a,"| PDMAT dosing (s) | Growth rate (nm/cycle) |
|---|---|
| 0 | 0.00 |
| 1 | 0.035 |
| 2 | 0.035 |
| 3 | 0.040 |
| 4 | 0.040 |
| 5 | 0.040 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_4_b.jpg,atomic-layer-deposition/experimental-usecase/59/fig_4,b,"| Plasma exposure time (s) | Growth rate (nm/cycle) |
|---|---|
| 0 | 0.00 |
| 5 | 0.04 |
| 10 | 0.042 |
| 15 | - |
| 20 | - |
| 25 | - |
| 30 | 0.05 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_4_c.jpg,atomic-layer-deposition/experimental-usecase/59/fig_4,c,"| Deposition temperature (°C) | Growth rate (nm/cycle) |
|---|---|
| 150 | 0.05 |
| 175 | 0.05 |
| 200 | 0.05 |
| 225 | 0.05 |
| 250 | 0.05 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_3_a.jpg,atomic-layer-deposition/experimental-usecase/59/fig_3,a,"| Number of cycles | TaN | Ta3N5 |
|------------------|--------------------|--------------------|
| 0                | 0                  | 0                  |
| 100              | 5                  | 6                  |
| 200              | 10                 | 12                  |
| 300              | 15                 | 17                  |
| 400              | 20                 | 15                  |
| 500              | 25                 | 30                  |
| 600              | 30                 | 35                  |
| 700              | 35                 | 40                  |"
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_6_a.jpg,atomic-layer-deposition/experimental-usecase/59/fig_6,a,"| Plasma exposure time (s) | In-situ SE | Ex-situ SE |
| --- | --- | --- |
| 0 | 10^4 | 10^5 |
| 5 | - | - |
| 10 | 10^3 | 10^3 |
| 15 | - | - |
| 20 | - | - |
| 25 | - | - |
| 30 | - | 6*10^2 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_2_a.jpg,atomic-layer-deposition/experimental-usecase/59/fig_2,a,"| Photon energy (eV) | Drude Lorentz  | Drude | Lorentz 1 | Lorentz 2 |  
|---|---|---|---|---|
| 1 | 14 | 8 | 0 | 3 |
| 2 | 9 | 3 | 1 | 5 |
| 3 | 6 | 2 | 2 | 2 |
| 4 | 4 | 1 | 3 | 1 |
| 5 | 5 | 0.5 | 4 | 0.5 |
| 6 | 6 | 0 | 5.5 | 0 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_2_b.jpg,atomic-layer-deposition/experimental-usecase/59/fig_2,b,"| Photon energy (eV) | Tauc-Lorentz  | Tauc-Lorentz 1 | Tauc-Lorentz 2 |
|---|---|---|---|
| 1 | 0 | 0 | 0 | 
| 2 | 0 | 0 | 0 | 
| 3 | 1.5 | 1.5 | 0 |
| 4 | 6 | 5.5 | 0 |
| 5 | 5.8 | 4.5 | 2 |
| 6 | 5 | 2 | 3 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_9_a.jpg,atomic-layer-deposition/experimental-usecase/59/fig_9,a,"| PDMAT dosing (s) | Integrated OES intensity (a.u.) |
|------------------|--------------------------------|
| 0                | 760                            |
| 1                | 825                            |
| 2                | 875                            |
| 3                | 900                            |
| 4                | 860                            |
| 5                | 875                            |
| 7                | 880                            |"
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_7_a.jpg,atomic-layer-deposition/experimental-usecase/59/fig_7,a,"| Photon energy (eV) | 1 | 2 | 3 | 4 | 5 |
| --- | --- | --- | --- | --- | --- |
| 1 | 30 | 15 | 9 | 1 | 0 |
| 2 | 13 | 10 | 9 | 1 | 0 |
| 3 | 8 | 5 | 5 | 8 | 1 |
| 4 | 7 | 5 | 5 | 10 | 7 |
| 5 | 6 | 5 | 5 | 9 | 7 |
| 6 | 6 | 6 | 5 | 7 | 6 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_5_a.jpg,atomic-layer-deposition/experimental-usecase/59/fig_5,a,"| 2θ (degrees) | 1 | 2 | 3 | 4 |
| --- | --- | --- | --- | --- |
| 10 | - | - | - | - |
| 20 | - | - | - | - |
| 30 | peak at ∼36° | peak at ∼36° | peak at ∼36° | peak at ∼36° |
| 40 | peak at ∼42° | peak at ∼42° | peak at ∼42° | peak at ∼42° |
| 50 | - | - | - | - |
| 60 | peak at ∼60° | peak at ∼60° | peak at ∼60° | peak at ∼60° |
| 70 | - | peak at ∼73° | peak at ∼73° | peak at ∼73° |
| 80 | - | - | - | - |"
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_5_b.jpg,atomic-layer-deposition/experimental-usecase/59/fig_5,b,"| 2θ (degrees) | 5 | 6 |
| --- | --- | --- |
| 10 | - | - | 
| 20 | - | - |
| 30 | peak at ∼35° | peak at ∼35° | 
| 40 | - | - | 
| 50 | - | - | 
| 60 | peak at ∼68° | peak at ∼68° |
| 70 | - | - | 
| 80 | - | - |"
data/crops/train/atomic-layer-deposition_experimental-usecase_69_FIG6_a_a.jpg,atomic-layer-deposition/experimental-usecase/69/FIG6_a,a,"| M (Element) | TMP | TMP* | DEPA | DEPA* | TDMAP | This work |
|---|---|---|---|---|---|---|
| Al | 4.8 | 3.4 |  |  |  | 5.6 |
| Ti | 3.9 | 2.6 |  | 1.9 |  |  |
| Ca | 3.7 | 3.3 |  |  |  |  |
| Li | 3.8 | 2.2 | 2.4 |  |  |  |
| Fe | 3.9 | 2.5 |  |  |  |  |
| La | 4.9 |  |  |  |  |  |
| Zn |  | 2.0 |  |  |  |  |
| Co | 4.5 | 2.9 |  |  |  |  |
| Na |  |  | 3.7 |  |  |  |
| Mg |  |  |  |  | 3.2 |  |
| V  |  | 3.4 |  |  |  |  |
| Ni |  | 2.8 |  |  |  |  |"
data/crops/train/atomic-layer-deposition_experimental-usecase_69_FIG8_a.jpg,atomic-layer-deposition/experimental-usecase/69/FIG8,a,"| Sample | Wavenumber (cm⁻¹) |
|---|---|
| AlO - PO (1-6) | Peaks at 450, 1000, 1150 |
| AlO - PO (1-3) | Peaks at 450, 700, 1000, 1150 |
| AlO - PO (1-1) | Peaks at 450, 700, 1150 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_69_FIG9_a_a.jpg,atomic-layer-deposition/experimental-usecase/69/FIG9_a,a,"| Sample | Binding Energy (eV) |
|---|---|
| AlO - PO (1-6) | Peak at 76 |
| AlO - PO (1-3) | Peak at 75 |
| AlO - PO (1-1) | Peak at 74 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_69_FIG5_a.jpg,atomic-layer-deposition/experimental-usecase/69/FIG5,a,"| ALD Cycle (#) | Thickness (nm) TDMAP - TMA | Thickness (nm) TDMAP - O₂* | Thickness (nm) TDMAP - O₂* - TMA | Thickness (nm) TDMAP - TMA - O₂* | Thickness (nm) TDMAP - O₂* - TMA - O₂* |
|---|---|---|---|---|---|
| 0 | 0 | 0 | 0 | 0 | 0 |
| 20 | 0 | 2.0 | 2.0 | 2.0 | 3.5 |
| 40 | 0 | 2.0 | 4.0 | 4.0 | 6.0 |
| 60 | 0 | 2.0 | 6.0 | 6.0 | 8.0 |
| 80 | 0 | 2.0 | 7.0 | 7.0 | 10.0 |
| 100 | 0 | 2.0 | 8.0 | 8.0 | 12.0 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_69_FIG7_a.jpg,atomic-layer-deposition/experimental-usecase/69/FIG7,a,"| ALD Supercycle (#) | Thickness (nm) AlO-PO (1-1) | Thickness (nm) AlO-PO (1-3) | Thickness (nm) AlO-PO (1-6) |
|---|---|---|---|
| 0 | 0 | 0 | 0 |
| 20 | 3 | 5 | 7 |
| 40 | 5 | 8 | 12 |
| 60 | 8 | 12 | 16 |
| 80 | 10 | 16 | 22 |
| 100 | 13 | 20 | 28 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_69_FIG1_a_a.jpg,atomic-layer-deposition/experimental-usecase/69/FIG1_a,a,"| ALD Cycle (#) | Thickness (nm) |
|---|---|
| 0 | 0 |
| 20 | 2.5 |
| 40 | 5 |
| 60 | 7 |
| 80 | 9 |
| 100 | 11 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_69_FIG2_a_a.jpg,atomic-layer-deposition/experimental-usecase/69/FIG2_a,a,"| O - T<sub>Al</sub> - O | GPC (nm/cycle) | P/(P + O + Al) atomic ratio |
|---|---|---|
| 0 | 0.12 | 0.00 |
| 5 | 0.10 |  |
| 10 | 0.10 | 0.14 |
| 15 | 0.12 |  |
| 20 |  | 0.15 |
| 30 | 0.13 | 0.15 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_69_FIG3_a_a.jpg,atomic-layer-deposition/experimental-usecase/69/FIG3_a,a,"| Temperature (°C) | Average GPC (nm/cycle) | P/(P+O+Al) atomic fraction |
|---|---|---|
| 125 | 0.20 | 0.17 |
| 150 | 0.18 |  |
| 175 | 0.17 | 0.15 |
| 200 | 0.17 |  |
| 225 | 0.13 | 0.14 |
| 250 | 0.13 | 0.15 |
| 275 | 0.11 | 0.14 |
| 300 | 0.12 | 0.13 |
| 325 | 0.10 | 0.15 |
| 350 | 0.07 | 0.13 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_31_figure_3_a.jpg,atomic-layer-deposition/experimental-usecase/31/figure_3,a,"| t<sub>S</sub> (s)|Growth Rate (Å/cycle)|Resistivity (µΩcm)|
|------------------|---------------------|------------------|
|0|0|0|
|1|2|250|
|2|1|100|
|3|0.5|50|
|4|0|25|"
data/crops/train/atomic-layer-deposition_experimental-usecase_31_figure_3_b.jpg,atomic-layer-deposition/experimental-usecase/31/figure_3,b,"| t<sub>S</sub> (s)|Growth Rate (Å/cycle)|Resistivity (µΩcm)|
|------------------|---------------------|------------------|
|0|0|0|
|2|0.5|250|
|4|0.5|150|
|6|0.5|100|
|8|0.5|50|"
data/crops/train/atomic-layer-deposition_experimental-usecase_31_figure_4_a.jpg,atomic-layer-deposition/experimental-usecase/31/figure_4,a,"| $T_{a}$=900 °C | $T_{a}$=800 °C | $T_{a}$=600 °C | $T_{a}$=500 °C | $T_{a}$=400 °C | as-dep |
|---|---|---|---|---|---|
| ![](https://example.com/image1.png) | ![](https://example.com/image2.png) | ![](https://example.com/image3.png) | ![](https://example.com/image4.png) | ![](https://example.com/image5.png) | ![](https://example.com/image6.png) |"
data/crops/train/atomic-layer-deposition_experimental-usecase_31_figure_1_a.jpg,atomic-layer-deposition/experimental-usecase/31/figure_1,a,"| Element|Trend across film|Interpretation|
|--------|-----------------|--------------|
|Co|~45–50 at% throughout|Indicates incomplete metal formation|
|C|~40–50 at% throughout|Severe carbon contamination from ligands|
|O|Low, few at%|Minor oxidation/impurity|
|Si|Rises sharply at end|Marks Co/Si interface (film thickness)|"
data/crops/train/atomic-layer-deposition_experimental-usecase_31_figure_2_a.jpg,atomic-layer-deposition/experimental-usecase/31/figure_2,a,"| Binding Energy (eV)|Intensity (a.u.)|
|--------------------|----------------|
|780|1|
|795|2|
|800|3|"
data/crops/train/atomic-layer-deposition_experimental-usecase_31_figure_2_b.jpg,atomic-layer-deposition/experimental-usecase/31/figure_2,b,"| Binding Energy (eV)|Intensity (a.u.)|
|--------------------|----------------|
|526|1|
|528|2|
|534|3|"
data/crops/train/atomic-layer-deposition_experimental-usecase_31_figure_2_c.jpg,atomic-layer-deposition/experimental-usecase/31/figure_2,c,"| Binding Energy (eV)|Intensity (a.u.)|
|--------------------|----------------|
|396|1|
|398|2|
|404|3|"
data/crops/train/atomic-layer-deposition_experimental-usecase_31_figure_2_d.jpg,atomic-layer-deposition/experimental-usecase/31/figure_2,d,"| Binding Energy (eV)|Intensity (a.u.)|
|--------------------|----------------|
|280|1|
|282|2|
|288|3|"
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_8_a.jpg,atomic-layer-deposition/experimental-usecase/36/fig_8,a,"| Gate Voltage (V) | Ga2O3 MOS-HEMT | conventional HEMT |
|-----------------|-------|-------|
| -8             | 0   | 0   |
| -7             | 0   | 0   |
| -6             | 0   | 0   |
| -5             | 0   | 0   |
| -4             | 15  | 0   |
| -3             | 15  | 27   |
| -2             | 15  | 27   |
| -1             | 15  | 27   |
|  0             | 15  | 27   |"
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_11_a.jpg,atomic-layer-deposition/experimental-usecase/36/fig_11,a,"| V<sub>GD</sub> (V) | Ni/Au-HEMT | Ga2O3 MOS-HEMT |
| --- | --- | --- |
| -10 | 10^-3 | 10^-5 |
| -8 | 10^-3 | 10^-5 |
| -6 |  10^-3  | 10^-5 |
| -4 |  10^-3  | 10^-5 |
| -2 |  10^-4  | 10^-6 |
| 0 |  10^-6  | 10^-9 |
| 2 |  10^0 | 10^0 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_11_b.jpg,atomic-layer-deposition/experimental-usecase/36/fig_11,b,"| V<sub>GD</sub> (V) | Ni/Au-HEMT | Ga2O3 MOS-HEMT |
| --- | --- | --- |
| 0 | 0 | 0 |
| 30 | 0 | 0 |
| 60 | 0 | 0 |
| 90 | 0 | 0 |
| 120 | 0.15 | 0.01 |
| 150 | - | 0.05 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_10_a.jpg,atomic-layer-deposition/experimental-usecase/36/fig_10,a,"| I<sub>DS</sub> (mA/mm) | Ni/Au-HEMT | Ga2O3 MOS-HEMT |
| --- | --- | --- |
|-6| 0 | 0 |
|-4| 0 | 0 |
|-2| 300 | 400 |
|0| 500 | 800 |
|2| 800 | 1000 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_10_b.jpg,atomic-layer-deposition/experimental-usecase/36/fig_10,b,"| I<sub>DS</sub> (mA/mm) | Ni/Au-HEMT | Ga2O3 MOS-HEMT |
| --- | --- | --- |
| -6 | 10^-3 | 10^-4 |
| -4 | 10^-1 | 10^2 |
| -2 | 10^2 | 10^2 |
| 0 | 10^3 | 10^3 |
| 2 | 10^3 | 10^3 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_4_a.jpg,atomic-layer-deposition/experimental-usecase/36/fig_4,a,"| Binding Energy (eV) | Intensity (counts/s) |
|---|---|
| 14 | 0 |
| 16 | 0 |
| 18 | 0 |
| 20 | 4500 |
| 22 | 0 |
| 24 | 0 |
| 26 | 0 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_4_b.jpg,atomic-layer-deposition/experimental-usecase/36/fig_4,b,"| Binding Energy (eV) | Intensity (counts/s) |
|---|---|
| 526 | 0 |
| 528 | 0 |
| 530 | 0 |
| 531 | 22000 |
| 534 | 0 |
| 536 | 0 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_12_a.jpg,atomic-layer-deposition/experimental-usecase/36/fig_12,a,"| Frequency (Hz) | Ni/Au | MOS |
| --- | --- | --- |
| 10^2 | 10^-10 | 9*10^-10 |
| 10^4 | 10^-12 | 10^-11 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_12_b.jpg,atomic-layer-deposition/experimental-usecase/36/fig_12,b,"| Frequency (Hz) | Ni/Au | MOS |
| --- | --- | --- |
| 10^2 | 10^-10 | 9*10^-10 |
| 10^4 | 10^-12 | 10^-11 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_12_c.jpg,atomic-layer-deposition/experimental-usecase/36/fig_12,c,"| Frequency (Hz) | Ni/Au | MOS |
| --- | --- | --- |
| 10^2 | 9*10^-10 | 9*10^-11 |
| 10^4 | 10^-13 | 9^-13 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_12_d.jpg,atomic-layer-deposition/experimental-usecase/36/fig_12,d,"| Frequency (Hz) | Ni/Au | MOS |
| --- | --- | --- |
| 10^2 | 10^-11 | 10^-11 |
| 10^4 | 4-10^-13 | 9*10^-12 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_12_e.jpg,atomic-layer-deposition/experimental-usecase/36/fig_12,e,"| V<sub>GS</sub>-V<sub>th</sub> (V) | Ni/Au-HEMT  | Ga2O3 MOS-HEMT  |
| --- | --- | --- |
| 0.2 | 8*10^-1 | 7*10^-2 |
| 0.4 | 10^-2 | 9*10^-2 |
| 0.6 | 9*10^-1 | 3*10^-3 |
| 0.8 | 4*10^-2 | 10^-3 |"
