image_path,label,sample_id,panel_id,source
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_12_fig_5_a.jpg,multiple scatter plot,atomic-layer-deposition/experimental-usecase/12/fig_5,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_12_fig_6_a.jpg,stacked spectra chart,atomic-layer-deposition/experimental-usecase/12/fig_6,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_12_fig_6_b.jpg,stacked spectra chart,atomic-layer-deposition/experimental-usecase/12/fig_6,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_12_fig_7_a.jpg,multiple scatter plot,atomic-layer-deposition/experimental-usecase/12/fig_7,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_12_fig_8_a.jpg,scatter plot,atomic-layer-deposition/experimental-usecase/12/fig_8,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_12_fig_9_a.jpg,scatter plot,atomic-layer-deposition/experimental-usecase/12/fig_9,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_13_fig_1_a.jpg,multi-axis chart,atomic-layer-deposition/experimental-usecase/13/fig_1,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_13_fig_2_a.jpg,multi-axis chart,atomic-layer-deposition/experimental-usecase/13/fig_2,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_13_fig_3_a.jpg,multiple scatter plot,atomic-layer-deposition/experimental-usecase/13/fig_3,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_13_fig_4_a.jpg,image panel,atomic-layer-deposition/experimental-usecase/13/fig_4,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_1_a.jpg,conceptual diagram,atomic-layer-deposition/experimental-usecase/14/figure_1,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_1_b.jpg,image panel,atomic-layer-deposition/experimental-usecase/14/figure_1,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_1_c.jpg,stacked spectra chart,atomic-layer-deposition/experimental-usecase/14/figure_1,c,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_2_a.jpg,multi spectra chart,atomic-layer-deposition/experimental-usecase/14/figure_2,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_2_b.jpg,stacked spectra chart,atomic-layer-deposition/experimental-usecase/14/figure_2,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_2_c.jpg,image panel,atomic-layer-deposition/experimental-usecase/14/figure_2,c,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_3_a.jpg,multi spectra chart,atomic-layer-deposition/experimental-usecase/14/figure_3,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_3_b.jpg,stacked spectra chart,atomic-layer-deposition/experimental-usecase/14/figure_3,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_3_c.jpg,multiple scatter plot,atomic-layer-deposition/experimental-usecase/14/figure_3,c,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_3_d.jpg,multiple scatter plot,atomic-layer-deposition/experimental-usecase/14/figure_3,d,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_4_a.jpg,conceptual diagram,atomic-layer-deposition/experimental-usecase/14/figure_4,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_4_b.jpg,multiple line chart,atomic-layer-deposition/experimental-usecase/14/figure_4,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_4_c.jpg,multiple line chart,atomic-layer-deposition/experimental-usecase/14/figure_4,c,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_4_d.jpg,bar chart,atomic-layer-deposition/experimental-usecase/14/figure_4,d,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_4_e.jpg,multiple line chart,atomic-layer-deposition/experimental-usecase/14/figure_4,e,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_4_f.jpg,multiple line chart,atomic-layer-deposition/experimental-usecase/14/figure_4,f,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_4_g.jpg,box plot,atomic-layer-deposition/experimental-usecase/14/figure_4,g,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_4_h.jpg,multi spectra chart,atomic-layer-deposition/experimental-usecase/14/figure_4,h,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_4_i.jpg,multiple scatter plot,atomic-layer-deposition/experimental-usecase/14/figure_4,i,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_4_j.jpg,multiple line chart,atomic-layer-deposition/experimental-usecase/14/figure_4,j,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_14_figure_4_k.jpg,line chart,atomic-layer-deposition/experimental-usecase/14/figure_4,k,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_1_a.jpg,molecular structure diagram,atomic-layer-deposition/experimental-usecase/16/fig_1,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_1_b.jpg,molecular structure diagram,atomic-layer-deposition/experimental-usecase/16/fig_1,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_1_c.jpg,molecular structure diagram,atomic-layer-deposition/experimental-usecase/16/fig_1,c,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_2_a.jpg,multiple line chart,atomic-layer-deposition/experimental-usecase/16/fig_2,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_2_b.jpg,scatter plot,atomic-layer-deposition/experimental-usecase/16/fig_2,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_3_a.jpg,multiple line chart,atomic-layer-deposition/experimental-usecase/16/fig_3,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_3_b.jpg,multiple line chart,atomic-layer-deposition/experimental-usecase/16/fig_3,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_4_a.jpg,multiple line chart,atomic-layer-deposition/experimental-usecase/16/fig_4,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_4_b.jpg,multiple line chart,atomic-layer-deposition/experimental-usecase/16/fig_4,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_5_a.jpg,scatter plot,atomic-layer-deposition/experimental-usecase/16/fig_5,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_6_a.jpg,stacked spectra chart,atomic-layer-deposition/experimental-usecase/16/fig_6,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_6_b.jpg,stacked spectra chart,atomic-layer-deposition/experimental-usecase/16/fig_6,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_7_a.jpg,stacked spectra chart,atomic-layer-deposition/experimental-usecase/16/fig_7,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_7_b.jpg,stacked spectra chart,atomic-layer-deposition/experimental-usecase/16/fig_7,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_8_a.jpg,image panel,atomic-layer-deposition/experimental-usecase/16/fig_8,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_8_b.jpg,image panel,atomic-layer-deposition/experimental-usecase/16/fig_8,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_16_fig_9_a.jpg,multiple line chart,atomic-layer-deposition/experimental-usecase/16/fig_9,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig4_a.jpg,line chart,atomic-layer-deposition/experimental-usecase/18/fig4,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig4_b.jpg,line chart,atomic-layer-deposition/experimental-usecase/18/fig4,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig4_c.jpg,line chart,atomic-layer-deposition/experimental-usecase/18/fig4,c,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig4_d.jpg,line chart,atomic-layer-deposition/experimental-usecase/18/fig4,d,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_1_a.jpg,apparatus diagram,atomic-layer-deposition/experimental-usecase/18/fig_1,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_1_b.jpg,process timing diagram,atomic-layer-deposition/experimental-usecase/18/fig_1,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_2_a.jpg,multi-axis chart,atomic-layer-deposition/experimental-usecase/18/fig_2,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_2_b.jpg,line chart,atomic-layer-deposition/experimental-usecase/18/fig_2,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_3_a.jpg,line chart,atomic-layer-deposition/experimental-usecase/18/fig_3,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_3_b.jpg,multiple line chart,atomic-layer-deposition/experimental-usecase/18/fig_3,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_5_a.jpg,multi spectra chart,atomic-layer-deposition/experimental-usecase/18/fig_5,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_6_a.jpg,spectra chart,atomic-layer-deposition/experimental-usecase/18/fig_6,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_7_a.jpg,line chart,atomic-layer-deposition/experimental-usecase/18/fig_7,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_7_b.jpg,line chart,atomic-layer-deposition/experimental-usecase/18/fig_7,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_2_figure_1_a.jpg,scatter plot,atomic-layer-deposition/experimental-usecase/2/figure_1,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_2_figure_2_a.jpg,line chart,atomic-layer-deposition/experimental-usecase/2/figure_2,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_2_figure_3_a.jpg,scatter plot,atomic-layer-deposition/experimental-usecase/2/figure_3,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_2_figure_4_a.jpg,spectra chart,atomic-layer-deposition/experimental-usecase/2/figure_4,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_2_figure_4_b.jpg,spectra chart,atomic-layer-deposition/experimental-usecase/2/figure_4,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_2_figure_5_a.jpg,image panel,atomic-layer-deposition/experimental-usecase/2/figure_5,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_2_figure_5_b.jpg,image panel,atomic-layer-deposition/experimental-usecase/2/figure_5,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_2_figure_6_a.jpg,image panel,atomic-layer-deposition/experimental-usecase/2/figure_6,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_2_figure_6_b.jpg,image panel,atomic-layer-deposition/experimental-usecase/2/figure_6,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_22_fig_1_a.jpg,line chart,atomic-layer-deposition/experimental-usecase/22/fig_1,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_22_fig_2_a.jpg,line chart,atomic-layer-deposition/experimental-usecase/22/fig_2,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_22_fig_3_a.jpg,line chart,atomic-layer-deposition/experimental-usecase/22/fig_3,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_22_fig_4_a.jpg,stacked spectra chart,atomic-layer-deposition/experimental-usecase/22/fig_4,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_22_fig_5_d.jpg,image panel,atomic-layer-deposition/experimental-usecase/22/fig_5,d,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_22_fig_5_b.jpg,image panel,atomic-layer-deposition/experimental-usecase/22/fig_5,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_22_fig_5_c.jpg,image panel,atomic-layer-deposition/experimental-usecase/22/fig_5,c,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_22_fig_5_e.jpg,image panel,atomic-layer-deposition/experimental-usecase/22/fig_5,e,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_22_fig_5_a.jpg,image panel,atomic-layer-deposition/experimental-usecase/22/fig_5,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_22_fig_6_d.jpg,image panel,atomic-layer-deposition/experimental-usecase/22/fig_6,d,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_22_fig_6_b.jpg,image panel,atomic-layer-deposition/experimental-usecase/22/fig_6,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_22_fig_6_c.jpg,image panel,atomic-layer-deposition/experimental-usecase/22/fig_6,c,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_22_fig_6_e.jpg,image panel,atomic-layer-deposition/experimental-usecase/22/fig_6,e,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_22_fig_6_a.jpg,image panel,atomic-layer-deposition/experimental-usecase/22/fig_6,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_f0c41f11e9c5ab863fee1ff70b7d7442935b0ee8edf971cfbc7285ccc6107b34_c.jpg,multiple line chart,atomic-layer-deposition/experimental-usecase/25/f0c41f11e9c5ab863fee1ff70b7d7442935b0ee8edf971cfbc7285ccc6107b34,c,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_f0c41f11e9c5ab863fee1ff70b7d7442935b0ee8edf971cfbc7285ccc6107b34_b.jpg,multiple line chart,atomic-layer-deposition/experimental-usecase/25/f0c41f11e9c5ab863fee1ff70b7d7442935b0ee8edf971cfbc7285ccc6107b34,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_f0c41f11e9c5ab863fee1ff70b7d7442935b0ee8edf971cfbc7285ccc6107b34_a.jpg,reaction scheme,atomic-layer-deposition/experimental-usecase/25/f0c41f11e9c5ab863fee1ff70b7d7442935b0ee8edf971cfbc7285ccc6107b34,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_1_a.jpg,band diagram,atomic-layer-deposition/experimental-usecase/25/figure_1,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_10_a.jpg,multiple line chart,atomic-layer-deposition/experimental-usecase/25/figure_10,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_2_b.jpg,multiple line chart,atomic-layer-deposition/experimental-usecase/25/figure_2,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_2_a.jpg,multiple line chart,atomic-layer-deposition/experimental-usecase/25/figure_2,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_3_a.jpg,multiple scatter plot,atomic-layer-deposition/experimental-usecase/25/figure_3,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_4_b.jpg,stacked spectra chart,atomic-layer-deposition/experimental-usecase/25/figure_4,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_4_a.jpg,stacked spectra chart,atomic-layer-deposition/experimental-usecase/25/figure_4,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_5_b.jpg,multi spectra chart,atomic-layer-deposition/experimental-usecase/25/figure_5,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_5_a.jpg,multi spectra chart,atomic-layer-deposition/experimental-usecase/25/figure_5,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_6_b.jpg,multiple scatter plot,atomic-layer-deposition/experimental-usecase/25/figure_6,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_6_a.jpg,multiple scatter plot,atomic-layer-deposition/experimental-usecase/25/figure_6,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_7_d.jpg,image panel,atomic-layer-deposition/experimental-usecase/25/figure_7,d,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_7_b.jpg,image panel,atomic-layer-deposition/experimental-usecase/25/figure_7,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_7_c.jpg,image panel,atomic-layer-deposition/experimental-usecase/25/figure_7,c,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_7_e.jpg,image panel,atomic-layer-deposition/experimental-usecase/25/figure_7,e,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_7_f.jpg,device structure,atomic-layer-deposition/experimental-usecase/25/figure_7,f,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_7_a.jpg,image panel,atomic-layer-deposition/experimental-usecase/25/figure_7,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_8_b.jpg,multiple line chart,atomic-layer-deposition/experimental-usecase/25/figure_8,b,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_8_a.jpg,multiple line chart,atomic-layer-deposition/experimental-usecase/25/figure_8,a,competition
/home/jovyan/shared-scratch-tvinchur-pvc/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_9_b.jpg,multiple line chart,atomic-layer-deposition/experimental-usecase/25/figure_9,b,competition
