image_path,sample_id,panel_id,summary
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_15_a.jpg,atomic-layer-deposition/experimental-usecase/8/figure_15,a,Schematic ALD/MLD cycle to grow Eu HQA films using Eu(thd)3 and HQA with N2 purge steps.
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_15_b.jpg,atomic-layer-deposition/experimental-usecase/8/figure_15,b,"Photoluminescence of Eu HQA on a silicon substrate under 400 nm excitation, showing the Eu3+ red emission feature (5D0 to 7F2)."
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_15_c.jpg,atomic-layer-deposition/experimental-usecase/8/figure_15,c,"Photoluminescence of Eu HQA deposited on a nanoplasmonic substrate, illustrating strongly enhanced Eu3+ emission under similar excitation."
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_15_d.jpg,atomic-layer-deposition/experimental-usecase/8/figure_15,d,"Energy level and device concept for FRET based bio detection, where Eu HQA acts as the donor and AF 647 as the acceptor, leading to acceptor emission near 660 nm after energy transfer."
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_5_a.jpg,atomic-layer-deposition/experimental-usecase/8/figure_5,a,"The box plot compares precursor vessel temperatures for eight rare earth precursor classes used in ALD: R(amd)3, R(amd)(Cp)2, R(or')x, R(Cp)3, R(thd)x, R(famd)3, R(guan)3, and R(tmsa)3. Temperatures range from approximately 80 to 200 °C. White squares indicate arithmetic means, boxes span the interquartile range, and black diamonds mark outliers. R(or')x shows the highest mean temperature near 165 °C, while R(amd)(Cp)2 displays the lowest mean around 131 °C."
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_6_a.jpg,atomic-layer-deposition/experimental-usecase/8/figure_6,a,"Comparison of GPC values across ten yttrium precursors with H₂O as co-reactant, showing Yᴱᵗ(Cp)₃ achieves the highest GPC (~1.7 Å) and Y(ᵗBu₂-Famd)₃ the lowest (~0.67 Å)."
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_6_b.jpg,atomic-layer-deposition/experimental-usecase/8/figure_6,b,"Effect of five different co-reactants on GPC when using Y(ⁱPr₂amd)(ᴱᵗCp)₂ precursor, with O₃ giving the highest (~1.1 Å) and O₂ plasma the lowest (~0.83 Å)."
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_11_a.jpg,atomic-layer-deposition/experimental-usecase/8/figure_11,a,"The chart displays excitation spectra of three different compounds: Eu-HQA, Eu-TPA, and Eu-Cyt, across a range of wavelengths from 250 nm to 400 nm."
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_10_a.jpg,atomic-layer-deposition/experimental-usecase/8/figure_10,a,Terephthalic acid (TPA).
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_10_b.jpg,atomic-layer-deposition/experimental-usecase/8/figure_10,b,2 aminoterephthalic acid (NH2 TPA).
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_10_c.jpg,atomic-layer-deposition/experimental-usecase/8/figure_10,c,Tetrafluoroterephthalic acid (F TPA).
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_10_d.jpg,atomic-layer-deposition/experimental-usecase/8/figure_10,d,Tetrabromoterephthalic acid (Br TPA).
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_10_e.jpg,atomic-layer-deposition/experimental-usecase/8/figure_10,e,"Benzene 1,4 diol (BDO)."
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_10_f.jpg,atomic-layer-deposition/experimental-usecase/8/figure_10,f,Pyridine 3 carboxylic acid (PDA).
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_10_g.jpg,atomic-layer-deposition/experimental-usecase/8/figure_10,g,"Pyridine 2,6 dicarboxylic acid (2,6 PDC)."
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_10_h.jpg,atomic-layer-deposition/experimental-usecase/8/figure_10,h,"Pyridine 3,5 dicarboxylic acid (3,5 PDC)."
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_10_i.jpg,atomic-layer-deposition/experimental-usecase/8/figure_10,i,"Pyrazine 2,3 dicarboxylic acid (PZA)."
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_10_j.jpg,atomic-layer-deposition/experimental-usecase/8/figure_10,j,Uracil (Ura).
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_10_k.jpg,atomic-layer-deposition/experimental-usecase/8/figure_10,k,Cytosine (Cyt).
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_10_l.jpg,atomic-layer-deposition/experimental-usecase/8/figure_10,l,"1,3,5 triazine 2,4,6 triol (TZO)."
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_10_m.jpg,atomic-layer-deposition/experimental-usecase/8/figure_10,m,"Naphthalene 2,6 dicarboxylic acid (2,6 NDA)."
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_10_n.jpg,atomic-layer-deposition/experimental-usecase/8/figure_10,n,"Biphenyl 4,4 dicarboxylic acid (BBDC)."
data/crops/train/atomic-layer-deposition_experimental-usecase_8_figure_10_o.jpg,atomic-layer-deposition/experimental-usecase/8/figure_10,o,2 hydroxyquinoline 4 carboxylic acid (HQA).
data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_4_a.jpg,atomic-layer-deposition/experimental-usecase/27/fig_4,a,The image shows a microscopic view of TiN-coated structures.
data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_1_a.jpg,atomic-layer-deposition/experimental-usecase/27/fig_1,a,The chart shows the relationship between deposition temperature and thickness and resistivity of a material.
data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_1_b.jpg,atomic-layer-deposition/experimental-usecase/27/fig_1,b,The line chart displays the thickness of a material as a function of the number of cycles.
data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_3_a.jpg,atomic-layer-deposition/experimental-usecase/27/fig_3,a,"The chart displays the intensity of peaks at specific binding energies, indicating the presence of Ti-C and C-H bonds."
data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_2_a.jpg,atomic-layer-deposition/experimental-usecase/27/fig_2,a,"The atomic concentration of various elements throughout a film, with carbon and oxygen decreasing deeper in the film."
data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_2_b.jpg,atomic-layer-deposition/experimental-usecase/27/fig_2,b,Atomic concentrations of carbon and oxygen as function of deposition temperature.
data/crops/train/atomic-layer-deposition_experimental-usecase_9_d0c00dec3627c492e7e1f2f448ee4f5d8fa71fbdb9057d123f4c3d482cdd5f4a_a.jpg,atomic-layer-deposition/experimental-usecase/9/d0c00dec3627c492e7e1f2f448ee4f5d8fa71fbdb9057d123f4c3d482cdd5f4a,a,"This panel shows a cross-sectional electron microscopy image of a nanoscale device structure, illustrating excellent thickness control and conformal film coverage on high-aspect-ratio features such as metal and high-κ regions on silicon. It highlights the capability of low-temperature ALD to uniformly coat complex 3D architectures at the ~100 nm scale."
data/crops/train/atomic-layer-deposition_experimental-usecase_9_d0c00dec3627c492e7e1f2f448ee4f5d8fa71fbdb9057d123f4c3d482cdd5f4a_b.jpg,atomic-layer-deposition/experimental-usecase/9/d0c00dec3627c492e7e1f2f448ee4f5d8fa71fbdb9057d123f4c3d482cdd5f4a,b,"This schematic illustrates the discrete, self-limiting nature of atomic layer deposition, where film thickness increases in well-defined nanometer- or sub-nanometer-scale steps with each process cycle. It emphasizes precise thickness control arising from the sequential, surface-controlled reaction mechanism."
data/crops/train/atomic-layer-deposition_experimental-usecase_9_d0c00dec3627c492e7e1f2f448ee4f5d8fa71fbdb9057d123f4c3d482cdd5f4a_c.jpg,atomic-layer-deposition/experimental-usecase/9/d0c00dec3627c492e7e1f2f448ee4f5d8fa71fbdb9057d123f4c3d482cdd5f4a,c,"This panel presents an SEM image of a dense array of high-aspect-ratio nanostructures uniformly coated by ALD. The image demonstrates excellent conformality and uniformity over large areas and complex geometries, which is difficult to achieve with conventional deposition techniques."
data/crops/train/atomic-layer-deposition_experimental-usecase_9_d0c00dec3627c492e7e1f2f448ee4f5d8fa71fbdb9057d123f4c3d482cdd5f4a_d.jpg,atomic-layer-deposition/experimental-usecase/9/d0c00dec3627c492e7e1f2f448ee4f5d8fa71fbdb9057d123f4c3d482cdd5f4a,d,"This panel shows a transmission electron microscopy image of a single, elongated nanostructure uniformly coated along its entire length. The consistent coating thickness confirms the ability of ALD to provide conformal coverage on isolated, curved, and one-dimensional nanoscale objects."
data/crops/train/atomic-layer-deposition_experimental-usecase_9_d0c00dec3627c492e7e1f2f448ee4f5d8fa71fbdb9057d123f4c3d482cdd5f4a_e.jpg,atomic-layer-deposition/experimental-usecase/9/d0c00dec3627c492e7e1f2f448ee4f5d8fa71fbdb9057d123f4c3d482cdd5f4a,e,"This cross-sectional SEM image highlights multilayer film growth on a structured substrate, showing sharp interfaces and uniform layer thickness even within rough or porous regions. The image underscores the advantage of low-temperature ALD for depositing high-quality films without damaging underlying materials."
data/crops/train/atomic-layer-deposition_experimental-usecase_9_d0c00dec3627c492e7e1f2f448ee4f5d8fa71fbdb9057d123f4c3d482cdd5f4a_f.jpg,atomic-layer-deposition/experimental-usecase/9/d0c00dec3627c492e7e1f2f448ee4f5d8fa71fbdb9057d123f4c3d482cdd5f4a,f,"This panel demonstrates a flexible electronic device incorporating ALD-processed layers, bent without mechanical failure. It illustrates how low-temperature, conformal ALD enables integration of functional thin films into flexible and wearable electronic applications."
data/crops/train/atomic-layer-deposition_experimental-usecase_9_figure_27_a.jpg,atomic-layer-deposition/experimental-usecase/9/figure_27,a,"The figure basically illustrates essential thin-film coverage metrics over planar and 3D substrate features, illustrating how uniformity, conformality, and growth control define overall film quality.  It also highlights how important it is for advanced device fabrication to achieve these parameters at low substrate temperatures."
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_8_a.jpg,atomic-layer-deposition/experimental-usecase/59/fig_8,a,The figure shows a optical emission spectroscopy (OES) during remote plasma ALD from a regular H2 plasma and a H2 plasma ignited after the PDMAT dose.
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_8_b.jpg,atomic-layer-deposition/experimental-usecase/59/fig_8,b,"The figure illustrates the temporal variation of OES intensity at 388 nm, showing an initial peak followed by a decay to a steady state."
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_4_a.jpg,atomic-layer-deposition/experimental-usecase/59/fig_4,a,The figure shows the growth rate (nm/cycle) versus the PDMAT dosing (s). The growth rate increases with increasing PDMAT dosing time until it plateaus.
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_4_b.jpg,atomic-layer-deposition/experimental-usecase/59/fig_4,b,The figure shows the growth rate (nm/cycle) versus the plasma exposure time (s). The growth rate increases with increasing plasma exposure time.
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_4_c.jpg,atomic-layer-deposition/experimental-usecase/59/fig_4,c,The figure shows the growth rate (nm/cycle) versus the deposition temperature (°C). The growth rate remains constant across different deposition temperatures.
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_3_a.jpg,atomic-layer-deposition/experimental-usecase/59/fig_3,a,"The chart shows the relationship between the number of cycles and film thickness, indicating a linear increase for both TaN x,x⩽1 and Ta3N5."
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_6_a.jpg,atomic-layer-deposition/experimental-usecase/59/fig_6,a,The scatter plot shows the relationship between resistivity and plasma exposure time (s). The fitted curve indicates that resistivity decreases as plasma exposure time increases.
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_2_a.jpg,atomic-layer-deposition/experimental-usecase/59/fig_2,a,"The figure shows the dielectric function ε₂ as a function of photon energy for different models: Drude Lorentz, Drude, Lorentz 1, and Lorentz 2 for the conductive cubic TaN film"
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_2_b.jpg,atomic-layer-deposition/experimental-usecase/59/fig_2,b,"The figure shows the dielectric function ε₂ as a function of photon energy for different models: Tauc-Lorentz, Tauc-Lorentz 1, and Tauc-Lorentz 2 for the semiconductive Ta3N5 film."
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_9_a.jpg,atomic-layer-deposition/experimental-usecase/59/fig_9,a,"The chart shows the relationship between the integrated OES intensity (a.u.) versus the PDMAT dosing (s). Intensity increases with increasing dosing time up to approximately three second, after which it plateaus."
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_7_a.jpg,atomic-layer-deposition/experimental-usecase/59/fig_7,a,The chart illustrates the dielectric function ε₂ as a function of photon energy (eV). Multiple curves represent different materials and conditions for the TiN ALD cycle.
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_5_a.jpg,atomic-layer-deposition/experimental-usecase/59/fig_5,a,"The figure shows the grazing incidence X-ray diffraction spectra of TaNx. Multiple spectra curves, labeled 1 through 4, are presented."
data/crops/train/atomic-layer-deposition_experimental-usecase_59_fig_5_b.jpg,atomic-layer-deposition/experimental-usecase/59/fig_5,b,"The figure shows the grazing incidence X-ray diffraction spectra of TaNx. Multiple spectra curves, labeled 5 and 6, are presented."
data/crops/train/atomic-layer-deposition_experimental-usecase_69_FIG6_a_a.jpg,atomic-layer-deposition/experimental-usecase/69/FIG6_a,a,"The scatter plot displays the ratio of oxygen to phosphorus (O/P) against various elements (Al, Ti, Ca, Li, Fe, La, Zn, Co, Na, Mg, V, Ni). The points are color-coded, and there's a horizontal dashed line indicating a specific value."
data/crops/train/atomic-layer-deposition_experimental-usecase_69_FIG8_a.jpg,atomic-layer-deposition/experimental-usecase/69/FIG8,a,"The figure displays absorbance spectra for different samples labeled AIO - PO (1-6), AIO - PO (1-3), and AIO - PO (1-1) across a range of wavenumbers."
data/crops/train/atomic-layer-deposition_experimental-usecase_69_FIG9_a_a.jpg,atomic-layer-deposition/experimental-usecase/69/FIG9_a,a,"The chart displays the XPS spectra of three samples (AlO - PO (1-1), AlO - PO (1-3), AlO - PO (1-6)) for the Al 2p region."
data/crops/train/atomic-layer-deposition_experimental-usecase_69_FIG5_a.jpg,atomic-layer-deposition/experimental-usecase/69/FIG5,a,The chart shows the thickness of as a function of the number of ALD cycles for 5 different precursor combinations.
data/crops/train/atomic-layer-deposition_experimental-usecase_69_FIG7_a.jpg,atomic-layer-deposition/experimental-usecase/69/FIG7,a,The line chart illustrates the growth of thickness over ALD supercycles for different AIO-PO ratios.
data/crops/train/atomic-layer-deposition_experimental-usecase_69_FIG1_a_a.jpg,atomic-layer-deposition/experimental-usecase/69/FIG1_a,a,A scatter plot showing the linear increase in thickness (in nm) as a function of ALD cycle number.
data/crops/train/atomic-layer-deposition_experimental-usecase_69_FIG2_a_a.jpg,atomic-layer-deposition/experimental-usecase/69/FIG2_a,a,The chart displays the relationship between the atomic ratio of P/(P + O + Al) and GPC (nm/cycle) as a function of TDMAP exposure time (in seconds).
data/crops/train/atomic-layer-deposition_experimental-usecase_69_FIG3_a_a.jpg,atomic-layer-deposition/experimental-usecase/69/FIG3_a,a,The chart displays the relationship between average GPC (nanometers per cycle) and the P/(P+O+Al) atomic fraction as a function of temperature (°C).
data/crops/train/atomic-layer-deposition_experimental-usecase_31_figure_3_a.jpg,atomic-layer-deposition/experimental-usecase/31/figure_3,a,"For PE-ALD Co on SiO₂ using CoCp(CO)₂ at 300 °C, the growth rate increases with substrate exposure time and reaches a maximum at longer exposure, while the resistivity initially decreases and then increases at high exposure times, indicating an optimal time window for achieving low-resistivity cobalt films."
data/crops/train/atomic-layer-deposition_experimental-usecase_31_figure_3_b.jpg,atomic-layer-deposition/experimental-usecase/31/figure_3,b,"In the PE-ALD Co process using CoCp₂ at 300 °C, the growth rate increases rapidly at short exposure times and then saturates, while the resistivity remains relatively low and stable with increasing exposure time, suggesting a more robust and self-limiting growth behavior."
data/crops/train/atomic-layer-deposition_experimental-usecase_31_figure_4_a.jpg,atomic-layer-deposition/experimental-usecase/31/figure_4,a,"Figure shows synchrotron radiation XRD patterns of PE-ALD Co films on Si(001) after rapid thermal annealing (400–900 °C). The as-deposited film exhibits no distinct peaks, indicating an amorphous or poorly crystalline Co layer. With increasing annealing temperature, diffraction peaks corresponding to β-Co (111) appear first, followed by the emergence and strengthening of CoSi₂ (111), (220), (210), and (211) reflections at ≥700–800 °C, confirming the formation of highly crystalline CoSi₂ at elevated temperatures."
data/crops/train/atomic-layer-deposition_experimental-usecase_31_figure_1_a.jpg,atomic-layer-deposition/experimental-usecase/31/figure_1,a,"Figure shows an XPS depth profile of a thermal-ALD Co film deposited on Si(001) using CoCp(CO)₂ and H₂. The profile reveals a carbon-rich film with ~40–50 at% C and only ~45–50 at% Co throughout most of the depth, along with a few at% oxygen contamination. The sharp rise in Si near ~25–30 min sputtering marks the Co/Si interface, confirming the film thickness. Overall, the data demonstrate that thermal ALD produces a Co–C composite rather than pure metallic Co, indicating poor ligand removal."
data/crops/train/atomic-layer-deposition_experimental-usecase_31_figure_2_a.jpg,atomic-layer-deposition/experimental-usecase/31/figure_2,a,"The Co 2p XPS spectrum of the PE-ALD Co film on Si(001) shows well-defined Co 2p₃⁄₂ and Co 2p₁⁄₂ peaks, indicating the presence of metallic cobalt with no pronounced satellite features associated with cobalt oxides."
data/crops/train/atomic-layer-deposition_experimental-usecase_31_figure_2_b.jpg,atomic-layer-deposition/experimental-usecase/31/figure_2,b,"The O 1s spectrum exhibits a very weak and broad signal near 530–532 eV, suggesting minimal oxygen incorporation and confirming low oxide contamination in the deposited Co film."
data/crops/train/atomic-layer-deposition_experimental-usecase_31_figure_2_c.jpg,atomic-layer-deposition/experimental-usecase/31/figure_2,c,"The N 1s spectrum shows no distinct peak above the noise level, indicating negligible nitrogen incorporation from the plasma during the PE-ALD process."
data/crops/train/atomic-layer-deposition_experimental-usecase_31_figure_2_d.jpg,atomic-layer-deposition/experimental-usecase/31/figure_2,d,"The C 1s spectrum displays only a very low-intensity background signal, demonstrating minimal carbon contamination and high chemical purity of the cobalt film."
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_8_a.jpg,atomic-layer-deposition/experimental-usecase/36/fig_8,a,The figure shows the capacitance-voltage characteristics of the conventional HEMT and the Ga2O3 MOS-HEMT.
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_11_a.jpg,atomic-layer-deposition/experimental-usecase/36/fig_11,a,The graph shows the gate-drain current (I<sub>GD</sub>) versus gate-source voltage (V<sub>GD</sub>) for Ni/Au-HEMT and Ga<sub>2</sub>O<sub>3</sub> MOS-HEMT.
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_11_b.jpg,atomic-layer-deposition/experimental-usecase/36/fig_11,b,The graph shows the drain-source current (I<sub>DS</sub>) versus drain-source voltage (V<sub>DS</sub>) for Ni/Au-HEMT and Ga<sub>2</sub>O<sub>3</sub> MOS-HEMT. Voltage values of 126 V and 170 V are highlighted.
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_10_a.jpg,atomic-layer-deposition/experimental-usecase/36/fig_10,a,The chart shows the drain current (I<sub>DS</sub>) and transconductance (g<sub>m</sub>) for both Ni/Au-HEMT and Ga<sub>2</sub>O<sub>3</sub> MOS-HEMT as a function of gate-source voltage (V<sub>GS</sub>) with a VDS value of  8V.
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_10_b.jpg,atomic-layer-deposition/experimental-usecase/36/fig_10,b,The chart displays the drain current (I<sub>DS</sub>) of Ni/Au-HEMT and Ga<sub>2</sub>O<sub>3</sub> MOS-HEMT as a function of gate-source voltage (V<sub>GS</sub>) on a logarithmic scale with a VDS value of 8V.
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_4_a.jpg,atomic-layer-deposition/experimental-usecase/36/fig_4,a,The figure shows a high-resolution spectra of Ga 3d with a peak at 20.2 eV.
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_4_b.jpg,atomic-layer-deposition/experimental-usecase/36/fig_4,b,The figure shows a high-resolution spectra of O 1s with a peak at 531.1 eV.
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_12_a.jpg,atomic-layer-deposition/experimental-usecase/36/fig_12,a,Multiple line chart displaying the relationship between frequency and S<sub>id</sub>/I<sub>D</sub> for Ni/Au and MOS at V_GS=0.4.
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_12_b.jpg,atomic-layer-deposition/experimental-usecase/36/fig_12,b,Multiple line chart displaying the relationship between frequency and S<sub>id</sub>/I<sub>D</sub> for Ni/Au and MOS at V_GS=0.6.
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_12_c.jpg,atomic-layer-deposition/experimental-usecase/36/fig_12,c,Multiple line chart displaying the relationship between frequency and S<sub>id</sub>/I<sub>D</sub> for Ni/Au and MOS at V_GS=0.8.
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_12_d.jpg,atomic-layer-deposition/experimental-usecase/36/fig_12,d,Multiple line chart displaying the relationship between frequency and S<sub>id</sub>/I<sub>D</sub> for Ni/Au and MOS at V_GS=01.
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_12_e.jpg,atomic-layer-deposition/experimental-usecase/36/fig_12,e,Scatter plot showing the relationship between V<sub>GS</sub>-V<sub>th</sub> and Hooge's Parameter (α<sub>H</sub>) for Ni/Au-HEMT and Ga<sub>2</sub>O<sub>3</sub> MOS-HEMT.
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_3_a.jpg,atomic-layer-deposition/experimental-usecase/36/fig_3,a,The figure shows the growth rate vs plasma time and the growth rate vs TEG pulse time. The growth rate of a material increases with increasing TEG pulse time and plasma time up to a certain point and then plateaus.
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_3_b.jpg,atomic-layer-deposition/experimental-usecase/36/fig_3,b,The figure shows the thickness as a function of the number of ALD cycles. The thickness of a material increases linearly with the number of ALD cycles.
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_6_a.jpg,atomic-layer-deposition/experimental-usecase/36/fig_6,a,"The chart represents X-ray diffraction (XRD) intensity against 2θ angles, indicating the crystalline structure of Ga2O3 after 200 cycles which decreases slightly as the angle increases."
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig9_a.jpg,atomic-layer-deposition/experimental-usecase/36/fig9,a,The chart shows the drain current (I<sub>DSS</sub>) versus drain-source voltage (V<sub>DS</sub>) for Ni/Au-HEMT and Ga<sub>2</sub>O<sub>3</sub> MOS-HEMT devices.
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_7_a.jpg,atomic-layer-deposition/experimental-usecase/36/fig_7,a,The figure shows an atomic force microscopy image of the conventional HEMT.
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_7_b.jpg,atomic-layer-deposition/experimental-usecase/36/fig_7,b,The figure shows an atomic force microscopy image of the Ga2O3 MOS-HEMT.
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_5_a.jpg,atomic-layer-deposition/experimental-usecase/36/fig_5,a,The chart displays the extinction coefficient and refractive index of a material as a function of wavelength. Both of them decreases as the wavelength value increases.
data/crops/train/atomic-layer-deposition_experimental-usecase_36_fig_13_a.jpg,atomic-layer-deposition/experimental-usecase/36/fig_13,a,"The chart shows the output power and power drain, and power added efficiency as a function of the input power at a frequency of 2.4G and drain source voltage of 16V, for Ni/Au-HEMT and Ga2O3 MOS-HEMT."
